"clu_A","clu_E","Cluster","cond_inh","Unique_Unique_Object"
2,1,"2_1","650.0 S1P DMSO","650.0 S1P DMSO_10430"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10433"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10435"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10436"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_10437"
1,8,"1_8","3.7 UK DMSO","3.7 UK DMSO_10439"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10440"
2,7,"2_7","3.7 UK DMSO","3.7 UK DMSO_10441"
2,6,"2_6","3.7 UK DMSO","3.7 UK DMSO_10443"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10444"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10444"
2,7,"2_7","3.7 UK DMSO","3.7 UK DMSO_10445"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10446"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10447"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_10449"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10450"
2,5,"2_5","3.7 UK DMSO","3.7 UK DMSO_10452"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10452"
2,6,"2_6","650.0 S1P DMSO","650.0 S1P DMSO_10453"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10454"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10458"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10460"
1,2,"1_2","650.0 S1P DMSO","650.0 S1P DMSO_10463"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10464"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10464"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10465"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10465"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10466"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10467"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10468"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10469"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10471"
1,2,"1_2","3.7 UK DMSO","3.7 UK DMSO_10472"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10473"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10474"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10474"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10475"
1,2,"1_2","650.0 S1P DMSO","650.0 S1P DMSO_10475"
2,3,"2_3","650.0 S1P DMSO","650.0 S1P DMSO_10476"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10478"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10480"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10481"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10482"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10483"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10486"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10489"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10491"
2,7,"2_7","3.7 UK DMSO","3.7 UK DMSO_10492"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10494"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10498"
3,7,"3_7","0.0 DMSO","0.0 DMSO_105"
2,6,"2_6","0.41 UK DMSO","0.41 UK DMSO_105"
3,2,"3_2","1300.0 S1P DMSO","1300.0 S1P DMSO_105"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_10500"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10502"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10503"
3,3,"3_3","650.0 S1P DMSO","650.0 S1P DMSO_10504"
2,3,"2_3","650.0 S1P DMSO","650.0 S1P DMSO_10507"
2,5,"2_5","3.7 UK DMSO","3.7 UK DMSO_10512"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10513"
2,7,"2_7","3.7 UK DMSO","3.7 UK DMSO_10514"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10517"
1,8,"1_8","3.7 UK DMSO","3.7 UK DMSO_10519"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10522"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10524"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10525"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10526"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10529"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10529"
2,7,"2_7","3.7 UK DMSO","3.7 UK DMSO_10530"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10530"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10531"
2,6,"2_6","3.7 UK DMSO","3.7 UK DMSO_10533"
2,7,"2_7","3.7 UK DMSO","3.7 UK DMSO_10534"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10536"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10537"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_10537"
1,2,"1_2","3.7 UK DMSO","3.7 UK DMSO_10538"
2,6,"2_6","3.7 UK DMSO","3.7 UK DMSO_10539"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10540"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10543"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10543"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10544"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10545"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10547"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10548"
3,5,"3_5","650.0 S1P DMSO","650.0 S1P DMSO_10548"
1,3,"1_3","650.0 S1P DMSO","650.0 S1P DMSO_10551"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10555"
2,3,"2_3","650.0 S1P DMSO","650.0 S1P DMSO_10555"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10556"
3,6,"3_6","3.7 UK DMSO","3.7 UK DMSO_10557"
1,3,"1_3","650.0 S1P DMSO","650.0 S1P DMSO_10557"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10560"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10562"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10564"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10565"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_10565"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10567"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10569"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10570"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10573"
2,5,"2_5","3.7 UK DMSO","3.7 UK DMSO_10574"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10576"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10578"
1,6,"1_6","3.7 UK DMSO","3.7 UK DMSO_10579"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10580"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_10580"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10581"
2,7,"2_7","3.7 UK DMSO","3.7 UK DMSO_10584"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10584"
2,3,"2_3","650.0 S1P DMSO","650.0 S1P DMSO_10585"
1,6,"1_6","3.7 UK DMSO","3.7 UK DMSO_10586"
3,5,"3_5","650.0 S1P DMSO","650.0 S1P DMSO_10586"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10587"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10588"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10589"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10590"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10593"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10593"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10594"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10595"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10596"
3,5,"3_5","650.0 S1P DMSO","650.0 S1P DMSO_10597"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10598"
2,7,"2_7","0.41 UK DMSO","0.41 UK DMSO_106"
2,5,"2_5","1300.0 S1P DMSO","1300.0 S1P DMSO_106"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10601"
2,7,"2_7","3.7 UK DMSO","3.7 UK DMSO_10602"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10604"
2,7,"2_7","3.7 UK DMSO","3.7 UK DMSO_10605"
1,2,"1_2","650.0 S1P DMSO","650.0 S1P DMSO_10605"
2,5,"2_5","3.7 UK DMSO","3.7 UK DMSO_10606"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10607"
1,2,"1_2","650.0 S1P DMSO","650.0 S1P DMSO_10611"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10614"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10614"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_10616"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10617"
2,8,"2_8","650.0 S1P DMSO","650.0 S1P DMSO_10617"
2,5,"2_5","3.7 UK DMSO","3.7 UK DMSO_10618"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10618"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10623"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_10623"
2,2,"2_2","3.7 UK DMSO","3.7 UK DMSO_10624"
2,7,"2_7","3.7 UK DMSO","3.7 UK DMSO_10625"
3,5,"3_5","650.0 S1P DMSO","650.0 S1P DMSO_10625"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10626"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10630"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10631"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10632"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10633"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10633"
2,3,"2_3","650.0 S1P DMSO","650.0 S1P DMSO_10637"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10639"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10643"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10643"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10644"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10644"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10646"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10648"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10649"
3,4,"3_4","650.0 S1P DMSO","650.0 S1P DMSO_10649"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10652"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10656"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10657"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10659"
2,8,"2_8","650.0 S1P DMSO","650.0 S1P DMSO_10659"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10660"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10662"
3,5,"3_5","650.0 S1P DMSO","650.0 S1P DMSO_10664"
2,7,"2_7","3.7 UK DMSO","3.7 UK DMSO_10665"
2,6,"2_6","3.7 UK DMSO","3.7 UK DMSO_10669"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10672"
2,7,"2_7","3.7 UK DMSO","3.7 UK DMSO_10675"
1,6,"1_6","3.7 UK DMSO","3.7 UK DMSO_10677"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10678"
2,6,"2_6","3.7 UK DMSO","3.7 UK DMSO_10680"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10680"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10681"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10682"
2,6,"2_6","3.7 UK DMSO","3.7 UK DMSO_10683"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10683"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10685"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10686"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10687"
2,7,"2_7","3.7 UK DMSO","3.7 UK DMSO_10689"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10689"
2,8,"2_8","3.7 UK DMSO","3.7 UK DMSO_10690"
3,8,"3_8","3.7 UK DMSO","3.7 UK DMSO_10692"
1,4,"1_4","3.7 UK DMSO","3.7 UK DMSO_10693"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10695"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10698"
1,1,"1_1","1300.0 S1P DMSO","1300.0 S1P DMSO_107"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10701"
2,6,"2_6","3.7 UK DMSO","3.7 UK DMSO_10702"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10702"
3,7,"3_7","3.7 UK DMSO","3.7 UK DMSO_10705"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10707"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10708"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10709"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10713"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10718"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10719"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10722"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10723"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10724"
3,5,"3_5","650.0 S1P DMSO","650.0 S1P DMSO_10725"
3,4,"3_4","650.0 S1P DMSO","650.0 S1P DMSO_10726"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10727"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10728"
2,3,"2_3","650.0 S1P DMSO","650.0 S1P DMSO_10734"
1,2,"1_2","650.0 S1P DMSO","650.0 S1P DMSO_10737"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10738"
1,6,"1_6","650.0 S1P DMSO","650.0 S1P DMSO_10741"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10746"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10750"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10751"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10752"
3,8,"3_8","650.0 S1P DMSO","650.0 S1P DMSO_10753"
1,2,"1_2","650.0 S1P DMSO","650.0 S1P DMSO_10756"
3,3,"3_3","650.0 S1P DMSO","650.0 S1P DMSO_10757"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10760"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10761"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10765"
2,6,"2_6","650.0 S1P DMSO","650.0 S1P DMSO_10767"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10771"
3,4,"3_4","650.0 S1P DMSO","650.0 S1P DMSO_10779"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10780"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_10783"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_10787"
3,3,"3_3","650.0 S1P DMSO","650.0 S1P DMSO_10791"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10793"
1,6,"1_6","650.0 S1P DMSO","650.0 S1P DMSO_10799"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10802"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10805"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10810"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10814"
3,3,"3_3","650.0 S1P DMSO","650.0 S1P DMSO_10816"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10817"
2,3,"2_3","650.0 S1P DMSO","650.0 S1P DMSO_10818"
1,3,"1_3","650.0 S1P DMSO","650.0 S1P DMSO_10824"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10836"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10840"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10841"
1,3,"1_3","650.0 S1P DMSO","650.0 S1P DMSO_10843"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10852"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10854"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10855"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10857"
3,4,"3_4","650.0 S1P DMSO","650.0 S1P DMSO_10862"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10863"
3,4,"3_4","650.0 S1P DMSO","650.0 S1P DMSO_10865"
3,4,"3_4","650.0 S1P DMSO","650.0 S1P DMSO_10867"
3,8,"3_8","650.0 S1P DMSO","650.0 S1P DMSO_10872"
3,8,"3_8","650.0 S1P DMSO","650.0 S1P DMSO_10874"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10876"
3,5,"3_5","650.0 S1P DMSO","650.0 S1P DMSO_10879"
3,5,"3_5","650.0 S1P DMSO","650.0 S1P DMSO_10880"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10883"
2,8,"2_8","650.0 S1P DMSO","650.0 S1P DMSO_10889"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10890"
3,4,"3_4","650.0 S1P DMSO","650.0 S1P DMSO_10893"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10898"
3,5,"3_5","1300.0 S1P DMSO","1300.0 S1P DMSO_109"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_10902"
2,1,"2_1","650.0 S1P DMSO","650.0 S1P DMSO_10906"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10909"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_10917"
1,2,"1_2","650.0 S1P DMSO","650.0 S1P DMSO_10918"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10925"
2,3,"2_3","650.0 S1P DMSO","650.0 S1P DMSO_10929"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_10932"
2,6,"2_6","650.0 S1P DMSO","650.0 S1P DMSO_10933"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10945"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_10950"
1,2,"1_2","650.0 S1P DMSO","650.0 S1P DMSO_10951"
2,3,"2_3","650.0 S1P DMSO","650.0 S1P DMSO_10953"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10954"
3,3,"3_3","650.0 S1P DMSO","650.0 S1P DMSO_10955"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10961"
3,5,"3_5","650.0 S1P DMSO","650.0 S1P DMSO_10963"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10967"
1,3,"1_3","650.0 S1P DMSO","650.0 S1P DMSO_10968"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_10974"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_10977"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_10978"
2,5,"2_5","650.0 S1P DMSO","650.0 S1P DMSO_10979"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_10981"
2,1,"2_1","650.0 S1P DMSO","650.0 S1P DMSO_10982"
1,2,"1_2","650.0 S1P DMSO","650.0 S1P DMSO_10986"
3,4,"3_4","650.0 S1P DMSO","650.0 S1P DMSO_10989"
1,3,"1_3","650.0 S1P DMSO","650.0 S1P DMSO_10991"
1,3,"1_3","650.0 S1P DMSO","650.0 S1P DMSO_10994"
2,2,"2_2","1300.0 S1P DMSO","1300.0 S1P DMSO_11"
3,8,"3_8","1300.0 S1P DMSO","1300.0 S1P DMSO_110"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_11000"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_11006"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_11007"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_11008"
3,8,"3_8","650.0 S1P DMSO","650.0 S1P DMSO_11010"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_11013"
2,3,"2_3","650.0 S1P DMSO","650.0 S1P DMSO_11023"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_11025"
3,5,"3_5","650.0 S1P DMSO","650.0 S1P DMSO_11027"
3,8,"3_8","650.0 S1P DMSO","650.0 S1P DMSO_11028"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_11031"
3,3,"3_3","650.0 S1P DMSO","650.0 S1P DMSO_11033"
1,3,"1_3","650.0 S1P DMSO","650.0 S1P DMSO_11035"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_11037"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_11039"
3,6,"3_6","650.0 S1P DMSO","650.0 S1P DMSO_11042"
2,1,"2_1","650.0 S1P DMSO","650.0 S1P DMSO_11048"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_11050"
3,5,"3_5","650.0 S1P DMSO","650.0 S1P DMSO_11052"
2,4,"2_4","650.0 S1P DMSO","650.0 S1P DMSO_11053"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_11055"
1,2,"1_2","650.0 S1P DMSO","650.0 S1P DMSO_11056"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_11059"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_11069"
3,4,"3_4","650.0 S1P DMSO","650.0 S1P DMSO_11074"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_11075"
3,1,"3_1","650.0 S1P DMSO","650.0 S1P DMSO_11082"
2,1,"2_1","650.0 S1P DMSO","650.0 S1P DMSO_11083"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_11084"
2,2,"2_2","650.0 S1P DMSO","650.0 S1P DMSO_11097"
2,8,"2_8","0.41 UK DMSO","0.41 UK DMSO_111"
3,8,"3_8","1300.0 S1P DMSO","1300.0 S1P DMSO_111"
1,2,"1_2","650.0 S1P DMSO","650.0 S1P DMSO_11101"
3,8,"3_8","650.0 S1P DMSO","650.0 S1P DMSO_11104"
3,4,"3_4","650.0 S1P DMSO","650.0 S1P DMSO_11107"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_11108"
3,1,"3_1","650.0 S1P DMSO","650.0 S1P DMSO_11109"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_11116"
3,2,"3_2","650.0 S1P DMSO","650.0 S1P DMSO_11117"
1,1,"1_1","650.0 S1P DMSO","650.0 S1P DMSO_11121"
1,2,"1_2","650.0 S1P DMSO","650.0 S1P DMSO_11126"
1,4,"1_4","650.0 S1P DMSO","650.0 S1P DMSO_11128"
3,4,"3_4","650.0 S1P DMSO","650.0 S1P DMSO_11129"
1,2,"1_2","650.0 S1P DMSO","650.0 S1P DMSO_11135"
3,7,"3_7","0.41 UK DMSO","0.41 UK DMSO_112"
2,4,"2_4","1300.0 S1P DMSO","1300.0 S1P DMSO_112"
2,7,"2_7","0.41 UK DMSO","0.41 UK DMSO_113"
2,4,"2_4","1300.0 S1P DMSO","1300.0 S1P DMSO_113"
3,2,"3_2","1300.0 S1P DMSO","1300.0 S1P DMSO_114"
2,7,"2_7","0.0 DMSO","0.0 DMSO_115"
3,7,"3_7","0.41 UK DMSO","0.41 UK DMSO_115"
3,4,"3_4","1300.0 S1P DMSO","1300.0 S1P DMSO_116"
2,7,"2_7","0.41 UK DMSO","0.41 UK DMSO_117"
3,7,"3_7","0.0 DMSO","0.0 DMSO_118"
3,7,"3_7","0.41 UK DMSO","0.41 UK DMSO_118"
3,7,"3_7","0.0 DMSO","0.0 DMSO_12"
3,2,"3_2","1300.0 S1P DMSO","1300.0 S1P DMSO_120"
2,4,"2_4","1300.0 S1P DMSO","1300.0 S1P DMSO_121"
2,7,"2_7","0.41 UK DMSO","0.41 UK DMSO_122"
1,2,"1_2","1300.0 S1P DMSO","1300.0 S1P DMSO_122"
3,7,"3_7","0.41 UK DMSO","0.41 UK DMSO_123"
2,6,"2_6","1300.0 S1P DMSO","1300.0 S1P DMSO_123"
3,7,"3_7","0.0 DMSO","0.0 DMSO_124"
3,7,"3_7","0.41 UK DMSO","0.41 UK DMSO_124"
3,3,"3_3","1300.0 S1P DMSO","1300.0 S1P DMSO_124"
3,7,"3_7","0.41 UK DMSO","0.41 UK DMSO_125"
2,4,"2_4","1300.0 S1P DMSO","1300.0 S1P DMSO_125"
1,4,"1_4","33.3 UK DMSO","33.3 UK DMSO_12502"
3,8,"3_8","81.3 S1P DMSO","81.3 S1P DMSO_12502"
2,2,"2_2","33.3 UK DMSO","33.3 UK DMSO_12503"
2,6,"2_6","33.3 UK DMSO","33.3 UK DMSO_12509"
3,7,"3_7","33.3 UK DMSO","33.3 UK DMSO_12510"
1,2,"1_2","33.3 UK DMSO","33.3 UK DMSO_12513"
3,8,"3_8","81.3 S1P DMSO","81.3 S1P DMSO_12514"
2,7,"2_7","33.3 UK DMSO","33.3 UK DMSO_12515"
1,5,"1_5","33.3 UK DMSO","33.3 UK DMSO_12516"
2,8,"2_8","33.3 UK DMSO","33.3 UK DMSO_12517"
1,3,"1_3","81.3 S1P DMSO","81.3 S1P DMSO_12519"
3,7,"3_7","33.3 UK DMSO","33.3 UK DMSO_12521"
1,4,"1_4","33.3 UK DMSO","33.3 UK DMSO_12522"
3,7,"3_7","81.3 S1P DMSO","81.3 S1P DMSO_12522"
1,2,"1_2","33.3 UK DMSO","33.3 UK DMSO_12524"
1,1,"1_1","81.3 S1P DMSO","81.3 S1P DMSO_12524"
2,5,"2_5","33.3 UK DMSO","33.3 UK DMSO_12525"
2,7,"2_7","33.3 UK DMSO","33.3 UK DMSO_12526"
2,5,"2_5","33.3 UK DMSO","33.3 UK DMSO_12527"
3,8,"3_8","33.3 UK DMSO","33.3 UK DMSO_12528"
2,2,"2_2","33.3 UK DMSO","33.3 UK DMSO_12530"
3,7,"3_7","33.3 UK DMSO","33.3 UK DMSO_12532"
